Name,Price,Category,Energie,Joules,Vetten,Waarvan verzadigd,Koolhydraten,Waarvan suikers,Vezels,Eiwitten,Zout,Vitamine C,Kalium,- waarvan verzadigde vetzuren,- waarvan suikers,Voedingsvezel,-waarvan verzadigde vetzuren,-waarvan suikers,Energie kJ,kcal,Energie  kJ,Voedingsvezels,energie,vezel,vezels,Vitamine K,Vezel,vetten,verzadigde vetzuren,koolhydraten,waarvan suikers,eiwitten,zout,vezels:,Energie:,-waarvan verzadigde vetzuren:,-waarvan suikers:,energie:,- waarvan verzadigde vetzuren:,- waarvan suikers:,Vezels:,waarvan verzadigde vetzuren,Ijzer,Zink,Vitamine B12,Energie kJ/kcal,- verzadigde vetzuren,- suiker,(waarvan meervoudig onverzadigd),vetten:,waarvan verzadigde vetzuren:,koolhydraten:,waarvan suikers:,eiwitten:,zout:,Calcium,-waarvan verzadigd,omega 3 vetzuren,voedingsvezels,Energiewaarde,waarvan verzadigd,- waarvan: Verzadigde vetzuren,- waarvan: Suikers,- waarvan verzadigd,vitamine B12,zink,Waarvan meervoudig onverzadigde vetzuren,"Vetzuren, enkelvoudig onverzadigd",Omega 3 vetzuren,Energie kcal,- waarvan meervoudig onverzadigde vetzuren,Transvetzuren,Omega-3-Vetzuren,- Verzadigd,- Suikers,Energetische waarde,ProteÃ¯nen,- Waarvan verzadigd,- Waarvan suikers,Vitamine,Energie :,-waarvan verzadigde vetzuren :,-waarvan suikers :,Voedingsvezels :,-Waarvan verzadigde vetten,-Waarvan suikers,- Energie:,- Vet:,- Waarvan verzadigd:,- Koolhydraten:,- Waarvan suikers:,- Vezels:,- Eiwit:,- Zout:,- Meervoudig onverzadigde vetzuren,waarvan:,Voedingvezels,-meervoudig onverzadigde vetzuren,Vitamine A,- Waarvan suiker:,Energie (kJ/kcal),waarvan onverzadigd,Energiewaarde:,waaronder onverzadigde vetzuren:,Voedingsvezels:,• enkelvoudig onverzadigde vetzuren,• meervoudig onverzadigde vetzuren,"Vetzuren, meervoudig onverzadigd",Polyolen,Zetmeel,"Organische zuren, totaal",Sodium,Cholesterol (analysemethode onbekend of variërend),Alcohol,Magnesium,Voedingsezel,Vitamine B3,- Waarvan verzadigde vetzuren,voedingsvezel,waarvan enkelvoudig onverzadigde vetzuren,waarvan meervoudig onverzadigde vetzuren,Waarvan: verzadigd vetzuren,voedingvezels,"Vetten, waarvan",Energie (kJ),Energie (kcal),Vet (g),waarvan verzadigd (g),Koolhydraten (g),waarvan suikers (g),Vezel (g),Eiwitten (g),Zout (g),Vitamine B1,Omega 3 (a-linoleenzuur),energie (kJ),energie (kcal),Energy,Carbohydrate,Fibre,CalorieÃ«n,Vezels (g),- Vetten:,- Eiwitten:,-  waarvan suikers,Riboflavine,- waarvan verzadigd:,energie kJ (kcal):,waarvan verzadigde vrtzuren,Energie: kJ/kcal,Energie /,davon gesÃ¤ttigte FettsÃ¤uren,Ballaststoffe,enkelvoudig onverzadigde vetzuren,meervoudig onverzadigde vetzuren,-waarvan verzadigd vet,"31,0 g",Natrium,Energie : kJ/kcal,EiweiÃ?,Calorische waarde,Waarvan onverzadigd,-Waarvan verzadigd,Energetische waarde:,- waarvan verzadigd vet,waarvan zetmeel,enkelvoudig onverz.,meervoudig onverz.,Cholesterol,enkelvoudig onvz.,meervoudig onvz.,ProteÃ¯ne,- Waarvan Suikers,Energie kJ/kcal:,Énergie,Matières grasses,Glucides,Vet,- Verzadigd vet,- Suikers totaal,-Verzadigde vetten,-Suikers,Energy:,Protein::,Fosfor,-waarvan verzadigd vet:,Eiwittens,Vitamine B2,Calcium 120,Vitamine B6,Vitamine B11,Vitamine D,Vitamine E,Omega-3-vetzuren (alfa-linoleenzuur),Omega-6-vetzuren (linolzuur),Vitamine B2 (riboflavine),- enkelv. onverzadigd,- meerv. onverzadigd,omega 3,(uitgezonderd plantensterolen^2),Eiwit (proteÃ¯ne),Vitamine (B2) (riboflavine),enkelvoudig onverzadigde,meervoudig onverzadigde,- verzadigde,- enkelvoudig onverzadigde,- meervoudig onverzadigde,Foliumzuur,Omega 3 (alfa-linoleenzuur),Omega 6 (linolzuur),- waarvan verzadigde,- suikers,Omega 3 vetzuren waarvan: Omega 3 (alfa-linoleenzuur),EPA en DHA (vetzuren uit vis).,- enkelvoudig onverzadigde vetzuren,- meervoudig onverzadigde vetzuren,vitamine A,vitamine D2,vitamine E,onverzadigde,Omega 3 (?-linoleenzuur),Vitamine D (µg),Vitamine B6 (mg),- D,- B12,enkelv onverzadigd,meerv onverzadigd,Omega 3 vetzuur,Jodium,- riboflavine (B2),- calcium,enkvoudig onverzadigde,meervoudige onverzadigde,"Vetten (g), waarvan",- Verzadigde (g),- Enkelv onverzadigde (g),- Meerv onverzadigde (g),"Koolhydraten (g),",- Waarvan suikers (g),Vitamine (B1) (mg),- E,waarvan  suikers,-verzadigde,-enkelvoudig onverzadigde,-meervoudig onverzadigde,Energie [kJ],Energie [kcal],Vezels [g],Vitaminen,Vitamine A [µg],Vitamine D [µg],Vitamine E [mg],Vitamine K [µg],Vitamine C [mg],Thiamine [mg],Riboflavine [mg],Niacine [mg],Vitamin B6 [mg],Foliumzuur [µg],Vitamine B12 [µg],Biotine [µg],Pantotheenzuur [mg],Kalium [mg],Chloride [mg],Fosfor [mg],Magnesium [mg],Ijzer [mg],Zink [mg],Koper [mg],Mangaan [mg],Seleen [µg],Chroom [µg],Molybdeen [µg],Jood [µg],Vitamine D2,• enkelvoudig onverzadigde,• meervoudig onverzadigde,• A,• D,Omega-3 (alfa-linoleenzuur),eiwit (proteÃ¯ne),vitamine B2 (riboflavine),vitamine B6,foliumzuur,vitamine D,- Vetten,- Koolhydraten,- Eiwitten,- Zout,- enkelvoudige onverzadigde,- meervoudige onverzadigde,waarvan enkelvoudig onverzadigd,waarvan meervoudig onverzadigd,- waarvan suikers**,"Vet, totaal",Vitamine E per portie (10 ml),- waarvan suikers†,waarvan verzadigde vetzuren**,-verzadigen,Foliumzuur (% DRI*),Lycopeen,"Vet, total",omega 3 (?-linoleenzuur):,Omega 6(linolzuur),Vitamine C:,Vetstoffen:,- waarvan verzadigd vet:,Voedingsvezel:,- waarvan Suikers,- onverzadigde vetzuren,- waarvan: suikers,Linoleenzuur (omega-3),Vetzuren,Omega-3-vetzuren,enkelvoudig onverzadigd,meervoudig onverzadigd,enkelvoudig onverzadigd:,meervoudig onverzadigd:,- Verzadigde vetzuren,- Enkelvoudig onverzadigde vetzuren,Kalium:,vetzuren,Rijk aan omega 3 (?-linoleenzuur):,- waarvan suikers***,enkelv. onverzadigd,meerv. onverzadigd,Gamma Oryzanol,Vitamine A (% DRI*),Vitamine B9,Foliumzuur (B11),-Verzadigde vetzuren,Omega 3,waarvan omega 3,Foliumzuur (%DRI*),Fibers,Enkelvoudig onverzadigde vetzuren,Meervoudig onverzadigde vetzuren,Alfa-linoleenzuur,Brennwert,Feet,davon Gesattige FettsÃ¤uren,Vezels g,Totaal vet:,Energie Kcal,- waarvan: verzadigde vetzuren,Energiewaarden,-waarvan suiker,Fiber
Jumbo Ossenworst 3 Stuks 105g,2.39,"vleeswaren,-kaas-en-tapas",,,4.0,1.7,3.0,0.8,,19.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0,125.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Zwarte Olijven Grieks Kalamata 140g,2.49,"vleeswaren,-kaas-en-tapas",,,28.2,6.1,1.9,0.1,,1.8,1.94,,,,,,,,,,,,1123.0,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Pulled Chicken met BBQ Saus 185g,3.00,"vleeswaren,-kaas-en-tapas",525.0,,4.5,1.7,7.1,6.2,0.6,13.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Petri Roomkaas Bieslook Mild 125g,2.75,"vleeswaren,-kaas-en-tapas",,,27.3,18.3,2.9,2.1,,7.7,1.0,,,,,,,,,,,,1197.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdammertje Ossenworst XXX 450g,5.79,"vleeswaren,-kaas-en-tapas",657.0,,9.0,4.0,0.0,0.0,,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Fricandeau Naturel ca. 100g,2.65,"vleeswaren,-kaas-en-tapas",,,8.9,3.3,0.6,0.4,,19.8,1.95,,,,,,,,,,,,676.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Salame al Tartufo 50g,2.19,"vleeswaren,-kaas-en-tapas",1376.0,,26.2,9.7,0.9,0.9,0.0,23.0,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Steak Tartare 135g,2.99,"vleeswaren,-kaas-en-tapas",,,13.9,1.5,3.0,1.0,,13.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0,192.0,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Bacon ca. 115g,2.94,"vleeswaren,-kaas-en-tapas",544.0,,3.9,1.5,0.2,0.2,0.0,23.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maaslander 30+ jong belegen kaas plakken 200g,3.59,"vleeswaren,-kaas-en-tapas",1185.0,,18.7,13.0,0.0,0.0,,29.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Worst Knaks Pittig 400g,3.42,"vleeswaren,-kaas-en-tapas",808.0,193.0,14.0,5.1,6.4,0.5,,11.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo de Rotterdamsche Oude Kaas 48+ Stuk ca. 400g,8.60,"vleeswaren,-kaas-en-tapas",,,34.0,23.0,0.0,0.0,,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Ei-Bieslook Salade 160g,2.35,"vleeswaren,-kaas-en-tapas",,,26.9,3.5,3.6,2.4,,7.7,1.13,,,,,,,,,,,,1193.0,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Feta Kaas 43+ Plak 200g,2.09,"vleeswaren,-kaas-en-tapas",,,24.6,17.9,1.0,1.0,,16.2,2.0,,,,,,,,,,,,1203.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Amsterdam Original Geraspte Kaas 48+ 150g,3.89,"vleeswaren,-kaas-en-tapas",1780.0,,34.3,22.8,1.6,0.0,,28.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Zuivel Spread Light Bieslook 200g,1.99,"vleeswaren,-kaas-en-tapas",,,14.0,8.9,4.5,3.4,,7.4,1.3,,,,,,,,,,,,732.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Prosciutto Crudo 50g,2.19,"vleeswaren,-kaas-en-tapas",954.0,,12.0,4.2,0.0,0.0,0.0,30.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stegeman Ambachtelijk Fuet 130g,2.79,"vleeswaren,-kaas-en-tapas",2064.0,,42.0,16.0,2.0,1.0,,28.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Serrano Consorcio Gedroogde Ham 80g,2.39,"vleeswaren,-kaas-en-tapas",1068.0,,15.0,5.7,0.2,0.2,,30.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johma Tonijnsalade Voordeelpak 300g,4.89,"vleeswaren,-kaas-en-tapas",1449.0,350.0,31.6,2.7,2.7,2.3,,13.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milner 30+ Belegen Voordeel Kaas Plakken 300g,5.93,"vleeswaren,-kaas-en-tapas",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kips Theeworst 125g,2.55,"vleeswaren,-kaas-en-tapas",,,28.7,,0.8,0.1,,14.2,,,,,,,,,,,,,1318.0,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kips Mini Kipfrietjes 160g,3.49,"vleeswaren,-kaas-en-tapas",783.0,,9.0,1.8,5.3,3.2,,21.0,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Houmous 200g,2.27,"vleeswaren,-kaas-en-tapas",,,16.0,1.0,10.0,0.0,,6.0,0.0,,,,,,,,,,,,927.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Snijworst ca. 110g,2.00,"vleeswaren,-kaas-en-tapas",1477.0,,32.0,12.0,0.2,0.0,0.1,17.0,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
